Config,Gain,Vcc,Vout,RC,RE,RG
CG,-7.316521267,6.911025323,10.35261192,827.0959623,976.9266923,3036.004909
CG,42.28466085,19.96693923,12.71172176,388.3466909,838.6871666,15060.66808
CC,82.76302795,19.92621306,3.07221655,355.2876622,337.0659281,10682.49576
CG,60.95458522,7.154683276,14.67236145,248.4327924,411.5014388,11235.21702
CE,104.7784355,11.98542082,9.476800736,2508.620087,23.9171411,9396.001899
CG,92.53659092,11.32253703,8.705309776,981.4799065,976.0531415,8702.597198
CC,65.47176631,14.98647904,11.39986733,867.2367503,677.8225907,18929.15904
CE,55.00351788,8.48111478,4.798694047,3682.420733,66.9238221,9095.727576
CG,69.12519767,12.25418303,9.841734919,728.4232201,376.6110324,17919.71483
CE,39.6537011,9.68861152,9.109236101,579.3754194,14.58587877,9262.447589
CG,68.7369242,9.701186461,3.456538203,874.9179964,853.1814337,2499.6173
CG,52.33515254,5.636365083,2.731098649,778.5109634,135.8598031,15435.48448
CG,65.09989675,16.56052931,3.69426142,104.3764423,591.2186758,12768.50944
CE,94.36830809,15.22825868,15.26967381,-41.41513044,-0.463866938,9540.63288
CC,26.50469352,12.39248988,7.481758964,607.2632851,167.1259754,6569.467583
CG,84.76684655,19.96778991,5.122255936,587.8529873,806.3153972,16609.57665
CE,59.83552653,18.02851969,4.913433111,13115.08658,219.1606133,9490.163014
CE,98.86801632,16.39789411,2.40206651,13995.8276,141.5357202,9486.802565
CC,65.71110505,6.361373057,10.31699248,608.7747337,787.1196309,3584.582909
CG,45.76505474,5.47684409,1.954341818,600.7091509,731.0993202,6367.088658
CG,30.3140002,9.507363687,9.998974183,165.6768693,906.8530859,15795.95177
CE,60.26101235,16.48269199,9.986406114,6496.285881,107.7774684,9509.923823
CG,54.59950384,8.094689133,15.05511166,943.1639689,244.9676859,7954.603849
CC,4.36287953,10.09342742,11.19489271,675.8533697,509.5738597,14898.69445
CC,43.27058891,16.15432799,9.592681222,473.1128104,119.1211756,17880.53027
CE,84.40481755,5.461192292,4.052012693,1409.1796,16.67048778,8687.703253
CC,72.64376796,17.5976495,12.41730077,690.1052874,590.3604655,5633.447155
CC,69.54250538,15.63297753,5.044073616,583.9653028,778.9385435,18818.8287
CE,88.76022092,17.12454599,15.3521781,1772.367883,19.94304272,9579.584158
CE,108.2515245,10.29078724,3.254740092,7036.047148,64.97221074,9256.643644
CC,75.33328721,17.41269038,6.709606271,167.1520768,556.361342,7603.303292
CE,45.14958032,17.4441944,4.863653568,12580.54083,278.6163682,9439.001684
CE,34.71463141,11.90384449,14.9374831,-3033.638611,-87.41289635,9485.387175
CG,40.17700429,6.281804385,18.36237799,607.6531027,298.1351415,14186.39228
CE,74.97408076,16.89641398,15.38198592,1514.428056,20.17435477,9573.770887
CC,61.20834861,14.83569977,12.82241018,123.602316,540.5579946,230.4292409
CG,58.465237,15.9376204,12.48044923,732.4806785,812.9192768,8181.681309
CC,87.41004947,10.71464923,4.071766736,588.1986219,516.6551627,2519.275331
CE,71.94766845,7.34947863,1.477329412,5872.149218,81.59194944,8936.534156
CE,63.00296916,16.88237518,14.98082444,1901.550747,30.15692272,9567.503438
CE,43.08242452,5.068982903,7.754082189,-2685.099286,-62.34970238,8742.054748
CG,86.82006107,19.43709086,15.2675601,208.6414317,992.6753512,3697.614614
CC,34.99787975,5.643811968,6.82329533,988.749854,989.5232276,12887.6208
CG,55.23152184,18.47810985,4.627104181,391.8879433,74.7303369,3133.652347
CE,67.63922571,18.05883445,13.10771685,4951.117597,73.17391002,9571.858354
CG,52.44454777,9.722595097,9.324810036,790.433806,832.1723074,15420.6175
CG,-28.25082691,5.211346777,16.07922354,596.5782105,778.7233531,5175.612276
CC,75.66601093,12.73503811,14.16153617,186.1995339,415.5084405,12398.27273
CE,96.07912415,19.71672293,14.32536956,5391.353369,56.08868148,9616.524164
CC,36.72124667,14.7884735,3.127495583,727.8074176,265.2692607,10912.45996
CE,30.34134108,13.93159536,2.44668002,11484.91534,378.4986554,9225.861341
CC,47.85741929,13.01762351,12.24136693,611.6948103,979.8824583,21252.4032
CE,104.0134649,14.72528053,9.124934285,5600.346249,53.81751218,9488.079354
CG,63.18077008,7.791314781,10.66771326,499.9175845,610.0018132,2686.646437
CE,71.87914383,16.42333944,13.98507014,2438.269304,33.89679113,9553.137902
CE,105.9244928,13.20717575,4.428418346,8778.757401,82.85250239,9407.25215
CC,23.12270444,17.06407746,11.05327121,485.4546102,76.429169,6169.158143
CE,40.12882277,12.92098675,17.37050148,-4449.514735,-110.9057692,9544.079533
CG,36.40409784,8.823718946,6.783112372,130.4093185,410.3221863,12299.25285
CG,81.65550454,16.05307211,8.836232973,375.746236,566.9475697,13191.24285
CC,23.17067893,5.312962517,5.471172569,486.8158122,652.9094153,3637.945962
CE,48.31595864,18.78797433,8.356486131,10431.4882,215.8765053,9512.519823
CE,44.17308173,15.18985097,12.47681402,2713.036945,61.39333077,9498.74865
CE,48.76152759,12.40534682,3.326837298,9078.509517,186.1568111,9285.665428
CG,80.25388782,10.5739749,5.235422956,451.4540737,210.1507525,15807.24591
CC,44.46975342,18.70076656,8.608126944,671.7558472,278.3024486,4696.110594
CC,71.01787295,15.42854395,8.344859323,673.8936409,374.2189548,10487.63459
CG,40.56909735,14.7460856,17.88711604,880.0263906,471.6600206,4156.920176
CC,37.41565258,17.51652719,2.380678719,970.0614363,440.6955569,19905.10564
CC,71.32043154,5.256196455,3.69252019,696.9353403,416.6853481,7057.665318
CG,35.45000495,11.26502811,15.30050632,658.7472115,802.4874539,1224.957057
CG,73.30694019,9.560291036,4.842183249,312.1991459,636.6916535,14588.87827
CG,37.51026511,8.679181004,6.149237013,809.6504678,81.93764884,12956.61562
CE,38.33510264,9.501513608,10.98211154,-1480.597934,-38.64751128,9303.950385
CC,82.28283001,15.81234545,6.914690917,445.6689279,259.122689,17570.67872
CG,41.75698056,17.82206107,13.87292702,316.4308131,361.6459838,21531.20968
CE,59.37250169,15.11480117,15.36995898,-255.1578061,-4.322575458,9539.737628
CG,55.50620879,6.84500936,6.60828626,214.0157034,201.1402181,16013.38242
CC,78.29884124,6.51341691,5.461278661,329.0244802,916.8451517,6159.375806
CE,46.02948203,8.422030602,14.82321875,-6401.188149,-139.0921341,9333.999255
CE,42.55363019,19.70515942,1.361367827,18343.79159,431.0496582,9426.013444
CG,81.32324489,12.45001853,18.36936092,147.0330816,210.0620925,21507.3683
CC,1.639658022,9.828021121,1.388902886,921.0749525,284.7811991,8936.835707
CE,19.9123297,9.662831803,8.287662039,1375.169763,69.03621907,9204.129561
CC,90.94038854,16.5085783,1.273269756,901.7241551,181.6866721,2551.655834
CE,47.81402806,7.246593118,12.1760499,-4929.456786,-103.1214549,9176.332194
CC,48.86187779,8.670272602,16.60600813,920.2918243,770.1212996,20982.71003
CG,69.4701961,9.503774533,7.555688896,484.2810365,31.02381784,10054.63696
CE,53.60841638,13.49457829,9.075942803,4418.63549,82.39928687,9420.212125
CE,65.22742628,7.33469563,14.90297492,-7568.279289,-116.0540957,9203.858028
CG,85.76775248,10.32949078,7.621216811,313.4457061,516.0837679,19461.44747
CC,91.35792801,10.23346252,1.726886683,232.5829429,906.7336863,18851.63925
CG,62.63475567,8.161178099,10.54360219,563.8487712,744.4839673,17388.18408
CE,34.632035,9.131683112,15.36070208,-6229.018966,-179.8879207,9430.431309
CG,36.78162,19.13248878,4.852868964,612.4640886,608.940921,11799.72432
CG,19.12819172,17.25004402,6.132496281,669.6055452,203.3043529,18942.74811
CE,50.79397522,17.07988079,15.25906401,1820.816782,35.82210143,9569.1878
CG,31.63681242,11.02697788,7.744237245,625.3665684,965.204364,18887.51711
CG,65.19014716,19.05605295,13.37067473,188.9318274,521.855946,6826.151245
CG,36.0421153,7.442902707,17.23847019,760.5057424,243.5777415,20237.46703
CE,6.2390762,17.82088893,13.62238557,4198.503361,672.9117019,9229.605376
CE,24.64059907,13.00313509,5.784443029,7218.692059,292.9342758,9236.388556
CG,10.50588926,5.020442606,2.179447185,871.1659041,265.9057016,10704.31738
CE,104.7426698,16.72344846,9.543997192,7179.451272,68.51871086,9540.454403
CE,53.66437291,7.816662664,4.523288729,3293.373935,61.34483917,9025.997575
CC,94.05518657,11.23430381,2.597345137,632.848437,360.7766943,600.3801997
CG,102.5594434,16.22227226,11.33780087,327.0070219,923.522207,19385.10751
CC,90.4982992,11.95802945,16.34895172,508.7952414,915.9685984,1559.690831
CC,54.71976501,6.462444571,1.052368176,805.7221261,516.7108146,9111.826949
CC,63.65475349,7.918223105,2.159040843,199.77941,333.1492305,9925.963588
CE,92.29468683,8.931224203,3.220906811,5710.317392,61.84548885,9146.986492
CG,61.97735482,8.882318839,4.47215557,266.6818828,505.9797002,20133.40141
CC,13.65817553,9.146809854,16.53453721,274.0041895,651.8090436,20126.37454
CG,29.76869905,15.27498568,9.322128774,982.4262795,731.5449627,7676.21873
CC,26.66447048,7.022438779,10.19596548,433.8089277,503.8894767,16082.34545
CE,11.40159304,10.92145526,14.49274055,-3571.285293,-313.2518694,9645.882237
CG,20.36973334,10.8537963,11.75455901,230.9829722,467.9495298,342.8633454
CC,66.99359428,11.85396094,13.35964461,248.5734761,455.9190138,17898.93975
CC,74.74867948,19.27873574,10.28108803,980.0837755,259.9694409,11050.93997
CE,31.73571881,14.45842929,14.96126875,-502.83946,-15.86959022,9526.82937
CE,81.99890924,13.44304468,4.664597327,8778.447356,107.0306601,9399.666758
CE,33.72113576,10.07037009,13.65109785,-3580.727756,-106.2114518,9410.360749
CG,42.55330984,17.1363679,13.56826644,388.6753668,889.8336197,15441.58788
CC,5.387917139,12.61095809,3.955274248,279.9577472,227.0901887,4235.781113
CG,73.48109694,19.22330046,6.303280879,577.7075957,702.8367309,10748.64515
CC,104.773078,18.89058608,13.69026631,675.2491957,106.2041004,5369.390744
CG,42.63420356,12.84381934,7.510532195,622.7299219,591.1502112,16210.48872
CE,63.94649653,15.36576381,13.88387227,1481.891538,23.14892849,9529.376517
CC,52.51724004,18.17560955,17.42997466,354.980078,290.5841764,3143.664876
CC,39.29660199,13.87361543,1.378129488,953.0771838,720.9247458,15254.60331
CC,48.5115221,9.570164516,6.772633702,129.0213817,923.8085122,4279.773828
CE,-2.71262584,9.353288117,8.893579332,459.7087852,169.445031,9070.439165
CE,75.20244274,17.44066078,11.28548406,6155.176728,81.82309568,9551.723925
CE,90.20157682,10.00739906,2.354592113,7652.806946,84.81616594,9215.764095
CC,39.77646896,5.600003375,17.66032275,244.1481248,159.6197969,7250.243576
CG,61.6815293,16.93154692,10.46258057,849.8393095,478.5482204,3706.334535
CG,72.97884748,14.02096957,5.552714404,731.1986012,878.5051327,6190.988251
CC,53.89433519,6.042667015,5.477572604,588.4538025,416.9763982,10491.77589
CE,7.154770172,9.797274316,17.35828041,-7561.006093,-1056.803333,10364.18632
CC,32.30296181,9.761582216,4.365085957,563.3462672,407.3528923,13747.66956
CC,8.691002639,15.70026143,5.615810981,509.537909,697.4636249,21020.2387
CE,-18.53198514,13.81059099,1.400186827,12410.40417,669.6498391,9008.26124
CE,94.88436372,11.57559257,5.311231522,6264.361044,65.99600492,9338.26627
CG,48.66187741,17.87111206,8.372895111,558.4615877,500.7001363,847.5117253
CE,60.33608376,13.28091664,11.38886157,1892.055078,31.33359937,9449.334998
CE,37.35805711,7.736469909,2.351160766,5385.309143,144.128887,8908.896568
CG,55.6003452,7.058315252,8.819170172,121.9223251,340.6522482,3493.698136
CG,115.7722897,12.12188321,2.199826901,443.9216488,324.6510152,13227.43374
CG,41.13841667,15.87603063,4.202556138,586.2313825,870.7678208,10549.72322
CE,79.65713209,14.28388401,12.97545346,1308.430544,16.40078022,9498.455196
CG,8.018700033,15.03701558,6.992123373,807.0213581,968.8415996,3005.683211
CC,13.9417737,8.117918336,15.1499733,832.0769877,697.6001711,7044.529365
CC,14.24040822,13.41396289,11.44328593,201.861407,846.1676117,16996.59101
CG,25.52161622,7.268811998,8.157402274,660.8493053,625.5066906,15605.94832
CC,59.28668317,18.62363433,15.96760542,807.1225295,315.2251623,20006.35958
CE,62.88231953,9.956013111,7.604792902,2351.220208,37.36579961,9259.376428
CE,53.55111022,12.33986258,5.092573129,7247.289454,135.3090654,9323.08074
CE,92.40013359,10.01553446,16.9389441,-6923.409637,-74.95356739,9375.923037
CG,51.83594038,8.472272316,18.31574089,616.0052569,276.4123881,4869.239173
CC,82.9879856,16.78976547,8.732303542,942.4622999,948.8251149,18999.70653
CG,45.87597225,14.25987003,14.43833346,610.9746204,495.2898825,9586.076535
CG,55.91339857,11.42056784,9.59129534,348.0161396,873.1877189,18481.88484
CC,81.42890679,19.68738554,16.6593179,378.7080008,222.5698873,14507.85102
CC,41.69183818,5.396001014,3.210942761,441.1985112,584.7636715,993.4831268
CC,66.02799005,8.425648487,18.12459147,318.6558248,578.5305213,9985.331441
CG,24.17383639,13.83382137,13.09549084,470.0795293,931.7925376,17524.20583
CE,33.25984281,7.155316801,4.664882439,2490.434363,74.85311584,8917.094606
CE,33.52913555,12.14435278,6.05707525,6087.27753,181.5268781,9274.126095
CC,78.71159624,17.06513566,11.2382577,365.5745814,675.1366375,1435.145925
CC,-16.27908506,19.07415935,8.039486792,200.8301109,485.3560047,1543.095743
CG,-3.687945749,9.037126702,12.07557642,278.8167036,125.0786641,16709.03352
CG,54.44881535,16.92476934,8.831180551,730.0646895,152.2414759,11980.489
CC,45.31194291,8.421215157,9.236741493,354.1103028,524.2451878,5396.662184
CC,65.12806181,7.632280515,16.61492843,187.8389833,28.28783236,7600.54696
CG,66.11236306,16.52071447,5.167813774,941.2889694,619.4136397,15357.87187
CE,121.5590051,5.69131196,16.79390684,-11102.59488,-91.36002588,8930.580544
CE,78.39878187,7.499725784,3.128104674,4371.621109,55.73633972,8992.314704
CE,67.7394441,14.81953549,3.208779255,11610.75624,171.3781816,9412.007089
CE,56.33355373,15.24948122,7.843362746,7406.118472,131.4440443,9454.772243
CE,50.65265854,15.36353812,1.672454921,13691.0832,270.2684772,9368.460267
CC,68.49236892,16.85725701,17.51359971,216.6030738,119.217923,19818.43274
CG,82.15913995,7.194658488,10.09253361,345.6574958,634.7405705,13199.53768
CC,33.27021835,14.56331765,8.148912113,751.6187305,495.1878095,19376.68953
CE,27.68714274,11.65652601,15.36221338,-3705.687372,-133.8664515,9514.32052
CG,98.28696987,11.07400883,12.24385159,234.9795277,630.4262814,2041.526751
CC,45.13092294,15.31696133,9.834396089,789.4356033,765.5360992,11640.48346
CE,83.23140859,13.67458515,17.23344549,-3558.860345,-42.78362208,9519.388434
CE,36.70709554,14.06822569,12.81709368,1251.13201,34.05920065,9478.214796
CG,42.65352272,15.69943033,9.837068032,430.1573593,682.9849899,20458.27959
CE,34.62433633,14.0426706,13.78524166,257.4289451,7.409913485,9496.242607
CC,49.94874472,15.54665662,11.0859964,542.2324517,994.8024278,2048.938831
CC,50.33015489,7.691727921,3.50068386,795.7708276,604.7603309,16000.4819
CC,40.68397775,12.76533188,11.20300481,292.3087526,513.5550949,7921.013303
CC,-11.0391803,19.65071763,12.50776565,991.4810888,47.85786342,30.51119499
CC,34.80711908,7.64562777,14.82786735,414.8778876,991.0687155,20808.73989
CE,48.92478758,13.7831337,9.067646277,4715.487418,96.35737897,9422.223279
CE,39.15962736,14.96620773,18.04042484,-3074.21711,-78.52975905,9584.751026
CE,19.07297655,15.43884671,15.86430013,-425.4534215,-22.33160854,9561.062815
CE,91.30867168,19.71511978,10.74051559,8974.604183,98.2636293,9595.100797
CC,33.71461376,8.513586096,4.876843101,482.0083702,890.8101572,17104.83584
CG,92.14900591,7.886416028,1.607511028,246.9681757,37.96579833,12045.04428
CC,31.8785504,10.12124405,15.44955032,642.6645349,301.5321871,17697.01571
CE,44.41960101,19.27685778,5.355529347,13921.32844,313.3800761,9474.30225
CE,46.23044968,17.57936997,11.98744408,5591.925889,120.9326357,9533.013619
CG,81.55594535,16.96491382,18.04895296,854.5937144,317.2206257,15976.46373
CE,24.50313611,19.78860103,7.164420366,12624.18066,515.1817312,9385.918323
CC,88.76457543,17.85748257,16.13203677,293.7383747,813.0307867,18228.29471
CC,36.98195281,7.559628255,10.30243006,568.6504211,638.5457992,6853.734775
CG,53.77796321,11.91351242,10.09218388,773.7704462,161.2211575,15940.82675
CE,8.406815899,19.3052001,11.1928605,8112.339598,964.94672,9137.565676
CC,38.7633968,8.546754999,3.224043089,941.3819586,749.5363448,1388.98322
CG,31.06886948,8.124215442,17.31943767,502.2261051,296.1853382,8500.962108
CE,-5.583261207,12.51262719,2.51283054,9999.796645,1791.006491,8009.205857
CG,55.31629558,5.807996684,7.934815662,691.3148278,680.771814,3502.27688
CE,76.00187598,17.84034321,12.55913002,5281.213188,69.46293198,9568.694995
CG,6.073684762,8.015779471,3.399640783,619.5436815,516.8493749,10201.5495
CG,63.23403012,6.011964332,4.985219791,614.5344245,762.7773857,7276.382312
CE,39.99395375,16.07268496,3.817273943,12255.41101,306.4065944,9373.840402
CE,58.45385105,15.97758657,14.90766436,1069.922211,18.27870783,9550.446055
CC,83.80011677,16.52369919,1.826850712,264.6757459,374.4585067,14723.15153
CG,38.70581605,9.64792704,14.52000747,739.7459575,664.609454,18547.7931
CC,121.5877283,9.3399754,11.86165257,535.2581321,602.220932,9620.190217
CG,89.9311564,11.47865803,6.386769446,663.7982791,65.29740533,406.6338517
CG,59.43042383,8.09339889,13.87182907,279.5246622,203.4388117,8859.893043
CG,19.55663439,7.057320575,12.98256525,491.571015,575.9800055,10617.93908
CG,87.98118164,11.12176427,12.85929108,923.0946802,73.68033543,11675.2287
CG,76.61734591,6.669453173,6.825240774,127.4618666,336.9241578,4869.888012
CC,64.04286936,18.58846364,6.217545155,527.056994,806.6052764,16591.86571
CE,36.53740178,14.09010713,10.42263126,3667.475873,100.3509352,9431.976686
CG,81.1579091,16.77635428,5.059046169,185.9244786,569.8867095,17199.69569
CE,39.96348868,7.439370153,13.70503319,-6265.663038,-156.8096864,9269.84368
CE,61.70793713,18.2019333,3.529843382,14672.08992,237.741657,9484.812057
CG,38.76434832,12.92854431,9.905943378,126.6561474,225.2339681,17211.39579
CG,96.02721139,12.91355308,7.851093428,140.5055715,476.73875,10509.42317
CE,57.25031873,15.53268863,17.25896512,-1726.276494,-30.17813333,9568.766308
CC,40.09502051,15.82392125,16.91500438,380.3529829,512.8754725,3740.815201
CC,29.69684676,14.66369046,13.47772919,440.2155402,630.3833532,6430.525328
CE,56.08009835,17.23493632,1.961083064,15273.85326,272.3328187,9435.836141
